AbsFilePath,FileName,Category,Fighting,H0P0 X,H0P0 Y,H0P0 S,H0P1 X,H0P1 Y,H0P1 S,H0P2 X,H0P2 Y,H0P2 S,H0P3 X,H0P3 Y,H0P3 S,H0P4 X,H0P4 Y,H0P4 S,H0P5 X,H0P5 Y,H0P5 S,H0P6 X,H0P6 Y,H0P6 S,H0P7 X,H0P7 Y,H0P7 S,H0P8 X,H0P8 Y,H0P8 S,H0P9 X,H0P9 Y,H0P9 S,H0P10 X,H0P10 Y,H0P10 S,H0P11 X,H0P11 Y,H0P11 S,H0P12 X,H0P12 Y,H0P12 S,H0P13 X,H0P13 Y,H0P13 S,H0P14 X,H0P14 Y,H0P14 S,H0P15 X,H0P15 Y,H0P15 S,H0P16 X,H0P16 Y,H0P16 S,H0P17 X,H0P17 Y,H0P17 S,H1P0 X,H1P0 Y,H1P0 S,H1P1 X,H1P1 Y,H1P1 S,H1P2 X,H1P2 Y,H1P2 S,H1P3 X,H1P3 Y,H1P3 S,H1P4 X,H1P4 Y,H1P4 S,H1P5 X,H1P5 Y,H1P5 S,H1P6 X,H1P6 Y,H1P6 S,H1P7 X,H1P7 Y,H1P7 S,H1P8 X,H1P8 Y,H1P8 S,H1P9 X,H1P9 Y,H1P9 S,H1P10 X,H1P10 Y,H1P10 S,H1P11 X,H1P11 Y,H1P11 S,H1P12 X,H1P12 Y,H1P12 S,H1P13 X,H1P13 Y,H1P13 S,H1P14 X,H1P14 Y,H1P14 S,H1P15 X,H1P15 Y,H1P15 S,H1P16 X,H1P16 Y,H1P16 S,H1P17 X,H1P17 Y,H1P17 S
./augmented_imgs/not_fighting\not_fighting_original_stock-photo-two-people-sitting-on-a-bench-using-mobile-phone-237624157.jpg_9ce8938b-d9c4-41c9-8c25-338dad3f41ba.jpg,not_fighting_original_stock-photo-two-people-sitting-on-a-bench-using-mobile-phone-237624157.jpg_9ce8938b-d9c4-41c9-8c25-338dad3f41ba.jpg,not_fighting,1,-0.5622446170951316,0.6760214311226861,0.7399617704682891,-0.7800055670202428,0.5773656258486343,0.7081195484033547,-0.711081321451165,0.5847962193434865,1.1463113025810396,-0.15826771139072007,0.6182090907356945,1.6087060070040018,0.24210893380687498,0.4926782628719062,1.02299226070962,-0.7713360326102798,0.6247338870978055,0.6566615301140066,-0.25612700938542776,0.8666246780314049,1.20524416927959,0.07330088297374096,0.70536192379264,1.2634022487557006,-0.34376780445024935,0.4963870629793595,1.6108069102784621,0.246844075978311,0.8715654438852203,1.4332568555836616,0.8123904980512237,1.7987981051471083,2.30778651592512,-0.27167208281310723,0.573393313752823,1.2610540259797867,0.045351854184929,1.003446422727526,1.4003204995887324,0.3659860783935888,1.7015215786774862,2.357818793440476,-0.35673963832801164,0.804768002648043,0.8620821945285496,-0.43545363647062957,0.8064046723783084,0.1794179289844507,0.12116725911541146,1.1663847227110564,1.294035172986708,-1.106163563398312,-1.0549187010209558,-1.1040214828971993,0.3784410131513544,0.435479762261116,0.8406439183483042,0.6004353948458021,0.2123461615233133,0.930419239756615,0.6237030581637404,0.49543409064228205,1.0430954623545539,1.3284811948543733,0.9671715517998984,0.01010838667649941,-0.6950763539260015,-0.7213512624195858,-0.6759169661856234,0.6328137929568857,0.01672374214860946,1.3261609913402677,1.0435657461188497,0.3012406920742412,1.145904237563713,1.7493903269069706,0.46963158003096156,0.4922647101146957,1.2440183151194335,0.7801832714071155,0.6242462808999955,-0.5939271601028265,-0.6520623551981045,-0.566668251614585,-0.4514794954464653,-0.500927300533748,-0.4541251392671308,1.14508533134352,0.6091204529598481,-0.21225863228020864,-0.6192884765409947,-0.6610956492007518,-0.5719377173847717,-0.4677490394163348,-0.5054959172241286,-0.45589307526710166,0.5403404469252796,0.604933159044543,0.7163923532873715,0.41884532631542915,0.5277019921549498,0.9866118491791482,-0.78213833100502,-0.8287716517686604,-0.8304530890183961,0.6122623413807904,0.6236390232713598,1.2326814730977893
./augmented_imgs/not_fighting\not_fighting_original_90.jpg_f39d7ba3-cd78-4dba-b83e-9ebca95e7cfc.jpg,not_fighting_original_90.jpg_f39d7ba3-cd78-4dba-b83e-9ebca95e7cfc.jpg,not_fighting,1,-0.29717953025595695,0.8331358449962194,0.5999371088230095,-0.44423024796929456,0.8949676790791382,-1.1200210485183129,-0.5729777416775815,0.7538059178629848,-0.2878910120681976,-0.5214406017890707,1.3523238410838294,-0.16774392011504857,0.2986872588894152,1.6481537948314244,-0.6143106313313297,0.1953691317017838,1.3007909286664212,-1.8253137999597118,-1.3509909229620243,-1.3808720374713859,-1.2079176572193855,-1.0835241212878,-1.068084641965332,-0.9975807435794354,-1.2950483090426652,-1.5748492625904842,-1.2205146251245387,-0.8009929977135168,-0.8987978553564273,-0.7646012398621773,-0.5630945927052483,-0.6296423349861041,-0.5672373006363096,-1.3522955733124984,-1.5335241554652894,-1.2033343723566141,-0.8152439624612893,-0.8818764023689184,-0.7479399266911317,-0.5752609828009838,-0.6220598582532632,-0.5545853337330393,-0.18608548732850155,0.5430800675256959,0.5508684670778168,-0.04408391216824426,0.7323802127967366,0.4822322586702485,0.12116725911541146,0.6540612438223559,1.1818042498774615,0.830375365615823,1.6225032354225573,0.6649370284174259,0.5807701299916319,1.1932663313290328,0.682930259177617,-1.282430842034349,-1.4535603538640374,-1.3530167174198908,-1.1326670400267078,-1.339125416184616,-1.2457253127590338,-0.7924404556677496,-0.8788682059852654,-0.785077109313562,-0.6950763539260015,-0.7213512624195858,-0.6759169661856234,-1.2516178863579495,-1.35023655871968,-1.2708351375644538,-0.9199920665746086,-0.9338133326425188,-0.8412930296307648,-0.7711119709066905,-0.7674141927107285,-0.7227059434940342,-0.8876687681152549,-1.004657499228434,-0.8254292665898404,-0.5939271601028265,-0.6520623551981045,-0.566668251614585,-0.4514794954464653,-0.500927300533748,-0.4541251392671308,-0.9223204132891922,-1.0035596555930162,-0.8341101381977398,-0.6192884765409947,-0.6610956492007518,-0.5719377173847717,-0.4677490394163348,-0.5054959172241286,-0.45589307526710166,0.761414325283428,0.8964497016807874,0.8776142786507699,0.7927879651270096,1.2974217735905926,0.9284490148624592,-0.78213833100502,-0.8287716517686604,-0.8304530890183961,0.9703102450367297,1.7832920854909744,0.9320130141527967
./augmented_imgs/fighting\fighting_original_ArcticSaneHeifer-mobile.jpg_8b61dc0d-7c0d-41f0-ad59-0b93491abb66.jpg,fighting_original_ArcticSaneHeifer-mobile.jpg_8b61dc0d-7c0d-41f0-ad59-0b93491abb66.jpg,fighting,0,-0.5010757509014759,0.32251399990723606,-0.03626303652792084,-0.7602540776643049,-0.19899494871482085,0.9742151721906159,-0.6321649901519744,-0.2264503335501072,1.2598877829047739,-0.36852570056871253,0.04723095157603395,1.3971915862149265,-0.05964213330000634,0.36429209265418194,1.5671838046965236,-0.7713360326102798,-0.05132315447080989,1.1092925840284225,-0.37291249350026473,0.20680912852599861,1.3656202409797027,-0.11468318021875944,0.5206279065261846,1.5889093320315675,-0.5023145552156519,-0.02592470607738363,1.9104069239624872,-0.07283503124970421,0.7252544274189684,1.078614752140393,0.20324710071621463,1.2428900525864934,0.18189459550254342,-0.46237034584241166,0.055591562843286965,1.7527838202340762,-0.0015897358139557415,0.7530519850194045,1.1129282080095562,0.4725423494722196,1.2750414415193108,-0.10180239037144889,-0.2619317766616171,0.4683120860621683,0.5405895888207349,-0.3642955047792867,0.5103068340520215,-1.0326350471108705,0.2562032397356165,0.6860814612528995,1.1106221272325463,-1.106163563398312,-1.0549187010209558,-1.1040214828971993,0.47960557157149314,1.414287413973842,-0.41762932103165057,0.5055009627341979,1.0452994192169887,0.12226499824533994,0.7231202335330109,1.0814739331008743,0.04316691297370796,-0.7924404556677496,-0.8788682059852654,-0.785077109313562,-0.6950763539260015,-0.7213512624195858,-0.6759169661856234,0.3863881118157149,1.0799150872683898,1.069602279789688,0.6010738446668027,1.1058971021169788,0.7966916695652686,0.7985421546778648,1.2568425263211283,0.4933820371915362,0.9324640491082097,0.960304817067584,1.3221939714011437,1.380738072132051,1.512046728007203,1.5799325947366447,1.9096440231828158,2.1216773827541333,1.8095326988912186,0.6905493165661153,0.9512041123498497,1.8791680593693474,0.9216971589342063,1.41733557539026,1.6030820644096926,1.2254035195661293,1.8194616424108565,1.2750876216251787,0.6933915934809209,1.6090456947916072,-0.8356357712929229,0.52791192930214,1.618138349188777,-0.171176806371228,-0.78213833100502,-0.8287716517686604,-0.8304530890183961,0.6398044878158627,1.877318009454727,0.5919819099273811
./augmented_imgs/not_fighting\not_fighting_original_91.jpg_3b5c59b1-f6e2-4367-beea-9bc53f1d23ef.jpg,not_fighting_original_91.jpg_3b5c59b1-f6e2-4367-beea-9bc53f1d23ef.jpg,not_fighting,1,0.02905442277687318,0.008285172160169154,0.4530475177335821,-0.5824906734608615,0.012739753438848894,0.3298304860232317,-0.8886430668743439,-0.023638695326708963,-0.22780384213385593,-0.5596693270941602,0.5570328615400163,0.8987028188411545,0.48728167583121595,0.7127688403880049,0.9692277111160569,-0.15118554984405014,0.08388825384291312,-0.15326029519960488,-1.3509909229620243,-1.3808720374713859,-1.2079176572193855,-1.0835241212878,-1.068084641965332,-0.9975807435794354,-0.44946563829385117,0.6404730682363919,-0.8820157308482485,-0.8009929977135168,-0.8987978553564273,-0.7646012398621773,-0.5630945927052483,-0.6296423349861041,-0.5672373006363096,-0.08097381978380301,0.6269590121227753,-0.8302187992507299,-0.8152439624612893,-0.8818764023689184,-0.7479399266911317,-0.5752609828009838,-0.6220598582532632,-0.5545853337330393,0.041453380670845516,0.01970419728100211,0.6554875304236332,0.16939048290578418,-0.044876612809766715,0.44282170151342104,0.17903982223835632,0.42991972180854937,1.0165904887646737,-1.106163563398312,-1.0549187010209558,-1.1040214828971993,1.2720612791959127,0.21445867961630696,0.8347013025114585,1.328266041034768,0.44661426524965947,0.09281322230778383,0.7728288212176465,0.62283405639415,-0.10775977494766531,-0.7924404556677496,-0.8788682059852654,-0.785077109313562,-0.6950763539260015,-0.7213512624195858,-0.6759169661856234,1.7924640571506303,0.3711208571885361,-0.7709853754034078,-0.9199920665746086,-0.9338133326425188,-0.8412930296307648,-0.7711119709066905,-0.7674141927107285,-0.7227059434940342,-0.8876687681152549,-1.004657499228434,-0.8254292665898404,-0.5939271601028265,-0.6520623551981045,-0.566668251614585,-0.4514794954464653,-0.500927300533748,-0.4541251392671308,-0.9223204132891922,-1.0035596555930162,-0.8341101381977398,-0.6192884765409947,-0.6610956492007518,-0.5719377173847717,-0.4677490394163348,-0.5054959172241286,-0.45589307526710166,1.3055961797034856,0.281025889448716,1.0958966584322731,1.369282866628196,0.17491375899694686,0.9710319268780202,1.883354959897648,0.6605594258767826,0.921459472144843,1.6037796130433908,0.3729032260346864,1.2233270819309574
./augmented_imgs/not_fighting\not_fighting_original_depositphotos_147103679-stock-photo-young-couple-sitting-together.jpg_d2f3d2fa-1610-4316-ba2f-7b26430a8e3a.jpg,not_fighting_original_depositphotos_147103679-stock-photo-young-couple-sitting-together.jpg_d2f3d2fa-1610-4316-ba2f-7b26430a8e3a.jpg,not_fighting,1,-0.9088681921925137,0.1261209825653193,0.17205449172032217,-1.1750353541390057,1.0361241471815845,-0.9579383113251172,-1.3424119718446896,1.1932311340136812,0.018317405296988984,-0.6552411403568841,1.6378129106636596,0.7159963827251304,0.3741250256661354,1.5931311504524,0.45919274290209294,-0.9537332334238766,0.8951567037252515,-1.1043186132626188,-1.3509909229620243,-1.3808720374713859,-1.2079176572193855,-1.0835241212878,-1.068084641965332,-0.9975807435794354,-0.5199308608562523,1.4689675984643293,-0.3453461895972384,-0.8009929977135168,-0.8987978553564273,-0.7646012398621773,-0.5630945927052483,-0.6296423349861041,-0.5672373006363096,-1.3522955733124984,-1.5335241554652894,-1.2033343723566141,-0.8152439624612893,-0.8818764023689184,-0.7479399266911317,-0.5752609828009838,-0.6220598582532632,-0.5545853337330393,-0.7170095126603111,0.20662415093982128,0.6648646587253072,-1.6629314081462925,-1.6364024938135595,-1.842811275843081,-0.3996858089910942,0.6540612438223559,1.1972676468158874,-1.106163563398312,-1.0549187010209558,-1.1040214828971993,-0.04307798026589018,0.7827986064172444,0.8867654025177931,-0.09575044063929582,1.2535377336404074,-0.22448751652602553,-0.12192575710578961,1.3362738646046102,-0.5106135982619335,-0.7924404556677496,-0.8788682059852654,-0.785077109313562,-0.6950763539260015,-0.7213512624195858,-0.6759169661856234,0.18344931558180955,1.1305432465598082,0.379066294769531,0.76700830771132,1.2368876804960292,0.7049805282739545,1.0551202328984173,1.7816498238479055,1.0543863017473174,-0.8876687681152549,-1.004657499228434,-0.8254292665898404,-0.5939271601028265,-0.6520623551981045,-0.566668251614585,-0.4514794954464653,-0.500927300533748,-0.4541251392671308,-0.9223204132891922,-1.0035596555930162,-0.8341101381977398,-0.6192884765409947,-0.6610956492007518,-0.5719377173847717,-0.4677490394163348,-0.5054959172241286,-0.45589307526710166,0.0301699584064756,0.8964497016807874,1.1420894133489257,0.04490268750384875,0.8484185677531344,0.8914183631696001,0.3715826456543439,1.452756807603082,1.51185632978222,-0.916326785765718,-0.8807757601486806,-0.8895718047676343
./augmented_imgs/fighting\fighting_original_13 (2).jpg_91711cf0-6d43-445f-be3c-81ac58c0a37e.jpg,fighting_original_13 (2).jpg_91711cf0-6d43-445f-be3c-81ac58c0a37e.jpg,fighting,0,0.02905442277687318,-0.4237794659920475,-0.6022021133645015,0.5038412411157365,-1.5399813956880612,-1.3673295113466901,0.748870807583861,-1.4771221025943972,-1.6954444948828455,-1.1904432946281376,-1.4617827019173546,-1.2922982139458996,-1.0403331013973702,-1.1396601870391592,-1.035755698459586,0.304807452189942,-1.5386486459217639,-0.49847633981321254,0.8241387186768141,-0.5148641287455399,0.9464846147678451,0.7529355729773962,0.2065800771732104,-0.13660043196597926,-1.2950483090426652,-1.5748492625904842,-1.2205146251245387,-0.8009929977135168,-0.8987978553564273,-0.7646012398621773,-0.5630945927052483,-0.6296423349861041,-0.5672373006363096,-1.3522955733124984,-1.5335241554652894,-1.2033343723566141,-0.8152439624612893,-0.8818764023689184,-0.7479399266911317,-0.5752609828009838,-0.6220598582532632,-0.5545853337330393,-1.60820341232442,-1.6625753856483716,-1.9211965888694087,0.06265328536876996,-0.266949991554482,0.010198284619317703,-0.9977022945948598,-1.0750304974270086,-1.1066682362367857,0.39218042547393844,-0.26744166089051086,1.2268463894047388,-1.358217239727693,-1.364263339275186,-1.4979093831137107,-1.282430842034349,-1.4535603538640374,-1.3530167174198908,-1.1326670400267078,-1.339125416184616,-1.2457253127590338,-0.7924404556677496,-0.8788682059852654,-0.785077109313562,-0.6950763539260015,-0.7213512624195858,-0.6759169661856234,-1.2516178863579495,-1.35023655871968,-1.2708351375644538,-0.9199920665746086,-0.9338133326425188,-0.8412930296307648,-0.7711119709066905,-0.7674141927107285,-0.7227059434940342,-0.8876687681152549,-1.004657499228434,-0.8254292665898404,-0.5939271601028265,-0.6520623551981045,-0.566668251614585,-0.4514794954464653,-0.500927300533748,-0.4541251392671308,-0.9223204132891922,-1.0035596555930162,-0.8341101381977398,-0.6192884765409947,-0.6610956492007518,-0.5719377173847717,-0.4677490394163348,-0.5054959172241286,-0.45589307526710166,-1.1602278481374004,-1.1765568237325061,-1.215196302156572,-1.2015727752014194,-1.1720958585154277,-1.2440040195963549,-0.78213833100502,-0.8287716517686604,-0.8304530890183961,-0.916326785765718,-0.8807757601486806,-0.8895718047676343
./augmented_imgs/fighting\fighting_original_22.jpg_b4912a4a-c496-4fea-9bc7-5b42a0349874.jpg,fighting_original_22.jpg_b4912a4a-c496-4fea-9bc7-5b42a0349874.jpg,fighting,0,-1.9691285395492117,-2.0342022081957642,-2.5892755398872773,0.8593680495226232,-0.6577534700477714,0.0003674265642329089,1.2223687953790048,-0.5644697305891047,-0.3178846451601478,-1.1904432946281376,-1.4617827019173546,-1.2922982139458996,-1.0403331013973702,-1.1396601870391592,-1.035755698459586,0.4872046530035389,-0.6259716398041332,0.5536119414856334,0.5175768228753671,-0.2674332976810123,-0.3848025110242742,0.6083324474447037,-0.19983476081299145,-0.4093646515630457,1.171234480641376,0.0641290472082616,0.1640446314487047,1.4545207032841465,1.178818578464349,1.8410187368810922,1.9520781446780144,1.9158313793703956,2.0060847899659304,0.9519751049582621,0.26985435632309507,0.19497404017050415,1.6100715208144163,1.1507372684381856,1.8026860096130988,2.4083146074006803,1.8632899065650699,2.3722678228734915,-1.60820341232442,-1.6625753856483716,-1.9211965888694087,-1.6629314081462925,-1.6364024938135595,-1.842811275843081,1.7994715896808182,0.2057781997947427,-0.7663971919752715,0.830375365615823,0.20504456318775616,-0.29902604407150296,-0.0767994997392697,-1.0800933758747173,0.9008434743876357,-0.2697968995105703,-1.1151730929259818,0.7092058475242686,-0.10535622787757776,-0.9824055120793858,1.1774001565254013,0.46509716012855346,-0.22506245843635322,0.2830916610591294,0.785125124638464,0.3809793708635755,1.340110598572586,-0.29490641839811,-1.0464676029711713,0.2485737715443301,0.18623768705550853,-0.5782674770422392,1.1478251561092985,0.5570569045879332,-0.4675243084097127,1.174550186213471,0.07978921581433443,-0.20229788674089333,0.7392136046082451,0.5532593081479118,0.47772988676937234,0.19004233251741012,0.8149413009092398,0.9415052752745867,0.5142794130639015,0.0014140683552111791,-0.27052324261444144,0.0030038673437815665,-0.6192884765409947,-0.6610956492007518,-0.5719377173847717,-0.4677490394163348,-0.5054959172241286,-0.45589307526710166,0.13220405611023645,-0.9822124619750098,1.1455055416335351,-1.2015727752014194,-1.1720958585154277,-1.2440040195963549,0.5903917964000851,-0.7020200706924524,1.3341845646085517,-0.916326785765718,-0.8807757601486806,-0.8895718047676343
./augmented_imgs/not_fighting\not_fighting_original_x28.jpg_49843d2f-f2b9-4730-bafd-1b1aaf509ae4.jpg,not_fighting_original_x28.jpg_49843d2f-f2b9-4730-bafd-1b1aaf509ae4.jpg,not_fighting,1,-0.35834839644961264,-0.7772868972074976,0.5469267783375212,-0.46398173732523257,-0.7636208211246063,0.3924072296825794,-0.711081321451165,-0.7672813688125029,0.3331937563615239,-1.1904432946281376,-1.4617827019173546,-1.2922982139458996,-1.0403331013973702,-1.1396601870391592,-1.035755698459586,-0.15118554984405014,-0.5921687877257023,0.26262176946346727,0.4299877097892393,-0.22619482583692446,-0.0950301598685132,0.724014947870858,0.29894708580643814,-0.4615295502878355,-0.6080123890592537,0.08213979786539075,0.7370746859096988,-0.30371438646993754,1.076400866937973,1.3596528467433007,-0.0914997044458865,1.82805642370293,1.3203466018701977,-0.09686534170291158,0.21628865795314317,0.999945240110792,-0.048531325812840295,1.1507372684381856,1.2720035816276498,-0.06023900592093459,1.8338774833127822,0.9032376980294244,-0.20504705966178033,-0.5784396544272196,0.8057316217423639,-0.15082110970525828,-0.5260356000899832,0.9040211763545319,0.29478494848424647,-0.11442397451069508,1.0514252829461013,0.23669189832681808,-0.015449008048768463,1.187593125507324,1.0697321623556353,0.27760756037196666,0.7543315352157365,1.1225747714596257,0.36852489734087757,1.139552896564934,1.08764987655367,0.5209140837926555,0.8496452899571917,1.3097119767081598,0.8325644861280636,0.3983039364698989,1.357469696350057,1.0305670654768668,0.6030267425747261,1.2561258099610235,0.320492697897118,0.5781846433315189,1.651992110615414,0.7503512465166995,1.7204433636738354,1.4777194205557973,0.6195765221814695,1.8186962286400028,1.4407894304949433,0.8948060731910501,0.047602159281081295,1.5876077631280863,1.8143854969844153,1.8951470556827739,-0.4514794954464653,-0.500927300533748,-0.4541251392671308,1.5702964419417376,0.9349144142836591,0.5693329079702627,1.7514586549593147,1.8170338878116081,1.460633466006066,-0.4677490394163348,-0.5054959172241286,-0.45589307526710166,1.186556399049098,0.47537025120621224,1.05241887379869,1.1199877740871425,0.39941536191567617,1.00113115180919,1.883354959897648,0.9774383785673021,0.6011078760648032,1.2457317093874518,0.7490069218896964,1.1093965954579144
./augmented_imgs/fighting\fighting_original_images-9.jpg_5076c78f-462d-4cf7-804a-6607bcd34617.jpg,fighting_original_images-9.jpg_5076c78f-462d-4cf7-804a-6607bcd34617.jpg,fighting,0,-1.19432290109624,-0.5416152763971974,0.8184490734551053,-1.2737928009186965,-0.3401514168172671,0.2530205149848101,-1.2832247233702967,-0.12504451443840792,0.9370470364098081,-0.6552411403568841,0.27154379196018624,0.8108765155047313,-0.09736101668836643,-0.05754818091834056,1.0706971445931492,-1.0996509940747543,-0.4907602314904098,-0.6114787474923903,-0.44590342107203784,0.18618989260395455,-0.952655151693295,-1.0835241212878,-1.068084641965332,-0.9975807435794354,-0.6608613059810546,0.44235481100797236,0.31036223616393266,-0.8009929977135168,-0.8987978553564273,-0.7646012398621773,-0.5630945927052483,-0.6296423349861041,-0.5672373006363096,-0.44647882392330285,0.44840668422293517,-0.3510804525130017,-0.8152439624612893,-0.8818764023689184,-0.7479399266911317,-0.5752609828009838,-0.6220598582532632,-0.5545853337330393,-1.0014330976594947,-0.3915197007684004,0.6956555747355551,-0.9691396241557002,-0.4520111405084115,0.5109514838094993,-0.5733034983599294,0.2057781997947427,1.1489436646862807,-1.106163563398312,-1.0549187010209558,-1.1040214828971993,0.6144916494650112,-0.2907323664289708,0.9184848471264178,0.9643507179402853,0.16028658291745862,0.7305238831465022,0.8391069381304934,0.317074138589667,0.33565824355771984,-0.7924404556677496,-0.8788682059852654,-0.785077109313562,-0.6950763539260015,-0.7213512624195858,-0.6759169661856234,1.0966738986343836,0.11798006073144564,0.3387083958666242,1.7626150859784258,0.469657149990163,1.2463187654500534,1.885225780082557,1.181870055245874,0.7264641836229733,-0.8876687681152549,-1.004657499228434,-0.8254292665898404,-0.5939271601028265,-0.6520623551981045,-0.566668251614585,-0.4514794954464653,-0.500927300533748,-0.4541251392671308,1.6289462503001124,0.8860453200850876,-0.47995522639611904,-0.6192884765409947,-0.6610956492007518,-0.5719377173847717,-0.4677490394163348,-0.5054959172241286,-0.45589307526710166,-1.1602278481374004,-1.1765568237325061,-1.215196302156572,0.6993023054241144,-0.2420177892806928,1.0518539015231696,-0.78213833100502,-0.8287716517686604,-0.8304530890183961,0.9565391718191935,0.1848513781071813,1.0152391872559305
./augmented_imgs/not_fighting\not_fighting_original_65.jpg_290b7044-9438-4fe7-8e21-0eeff9fb940d.jpg,not_fighting_original_65.jpg_290b7044-9438-4fe7-8e21-0eeff9fb940d.jpg,not_fighting,1,-0.23601066406230128,0.7938572415278362,0.5772390730574625,-0.10845492891834607,1.3537262004120894,0.2527133378213492,-0.3362287477800096,1.4298447119409796,0.36612197985675066,-0.36852570056871253,1.7805574454535746,0.8433289993522757,-1.0403331013973702,-1.1396601870391592,-1.035755698459586,0.12241025137634515,1.2331852245095594,-0.6404622655156967,-1.3509909229620243,-1.3808720374713859,-1.2079176572193855,-1.0835241212878,-1.068084641965332,-0.9975807435794354,-1.2950483090426652,-1.5748492625904842,-1.2205146251245387,-0.8009929977135168,-0.8987978553564273,-0.7646012398621773,-0.5630945927052483,-0.6296423349861041,-0.5672373006363096,-1.3522955733124984,-1.5335241554652894,-1.2033343723566141,-0.8152439624612893,-0.8818764023689184,-0.7479399266911317,-0.5752609828009838,-0.6220598582532632,-0.5545853337330393,-0.12920077032866478,0.804768002648043,0.8241067378256401,-0.06187344509107982,0.6953679830059509,0.79022105973284,0.37194836598150666,1.2944655924332316,1.0196321302670361,0.3356391428749855,1.0240206849234188,1.2571410020249139,0.8842638052520476,0.8143730467950744,1.0102211540578987,0.8219490697728786,1.201478155034553,0.18900545677620292,0.7231202335330109,1.2343538920031158,-0.17110818803029623,-0.7924404556677496,-0.8788682059852654,-0.785077109313562,-0.6950763539260015,-0.7213512624195858,-0.6759169661856234,1.0531870137271182,1.1811714058512262,0.4864983989798056,1.3201231845263788,1.386591198643515,1.3191453209471502,1.462626592425177,1.9315947659984138,1.1463851434025487,-0.8876687681152549,-1.004657499228434,-0.8254292665898404,-0.5939271601028265,-0.6520623551981045,-0.566668251614585,-0.4514794954464653,-0.500927300533748,-0.4541251392671308,-0.9223204132891922,-1.0035596555930162,-0.8341101381977398,-0.6192884765409947,-0.6610956492007518,-0.5719377173847717,-0.4677490394163348,-0.5054959172241286,-0.45589307526710166,0.9994938865922031,0.8640589747212049,0.9045380805167919,0.9953402278166158,0.8804902253129527,0.9566138309193455,1.5650871042674788,1.3576931217959258,1.1682971123545267,1.163105270082235,1.4385303642905485,1.2520023643563338
